2025-05-01 06:20:22,284 [INFO] server listening on [::1]:9999
2025-05-01 06:20:22,284 [INFO] server listening on 127.0.0.1:9999
2025-05-01 06:20:22,412 [INFO] connection open
2025-05-01 06:20:22,412 [INFO] 🌐 WebSocket ready on ws://localhost:9999
2025-05-01 06:20:40,287 [INFO] 👁 Gaze: x=328.9, y=184.4
2025-05-01 06:20:40,332 [INFO] 👁 Gaze: x=328.3, y=184.1
2025-05-01 06:20:40,372 [INFO] 👁 Gaze: x=327.8, y=183.7
2025-05-01 06:20:40,415 [INFO] 👁 Gaze: x=327.5, y=183.4
2025-05-01 06:20:40,458 [INFO] 👁 Gaze: x=327.2, y=183.0
2025-05-01 06:20:40,502 [INFO] 👁 Gaze: x=327.0, y=182.6
2025-05-01 06:20:40,547 [INFO] 👁 Gaze: x=326.7, y=182.2
2025-05-01 06:20:40,588 [INFO] 👁 Gaze: x=326.3, y=181.8
2025-05-01 06:20:40,634 [INFO] 👁 Gaze: x=325.9, y=181.3
2025-05-01 06:20:40,675 [INFO] 👁 Gaze: x=325.3, y=180.8
2025-05-01 06:20:40,716 [INFO] 👁 Gaze: x=324.4, y=180.3
2025-05-01 06:20:40,760 [INFO] 👁 Gaze: x=323.1, y=179.8
2025-05-01 06:20:40,796 [INFO] 👁 Gaze: x=321.6, y=179.4
2025-05-01 06:20:40,841 [INFO] 👁 Gaze: x=319.7, y=179.0
2025-05-01 06:20:40,880 [INFO] 👁 Gaze: x=317.6, y=178.6
2025-05-01 06:20:40,922 [INFO] 👁 Gaze: x=315.3, y=178.2
2025-05-01 06:20:40,965 [INFO] 👁 Gaze: x=313.0, y=178.0
2025-05-01 06:20:41,009 [INFO] 👁 Gaze: x=311.0, y=177.9
2025-05-01 06:20:41,049 [INFO] 👁 Gaze: x=309.1, y=177.9
2025-05-01 06:20:41,092 [INFO] 👁 Gaze: x=307.3, y=178.0
2025-05-01 06:20:41,135 [INFO] 👁 Gaze: x=305.8, y=178.1
2025-05-01 06:20:41,177 [INFO] 👁 Gaze: x=304.5, y=178.2
2025-05-01 06:20:41,217 [INFO] 👁 Gaze: x=303.6, y=178.3
2025-05-01 06:20:41,259 [INFO] 👁 Gaze: x=302.9, y=178.5
2025-05-01 06:20:41,301 [INFO] 👁 Gaze: x=302.3, y=178.5
2025-05-01 06:20:41,344 [INFO] 👁 Gaze: x=301.8, y=178.5
2025-05-01 06:20:41,389 [INFO] 👁 Gaze: x=301.5, y=178.4
2025-05-01 06:20:41,429 [INFO] 👁 Gaze: x=301.0, y=178.1
2025-05-01 06:20:41,470 [INFO] 👁 Gaze: x=300.4, y=177.6
2025-05-01 06:20:41,512 [INFO] 👁 Gaze: x=299.7, y=176.8
2025-05-01 06:20:41,553 [INFO] 👁 Gaze: x=299.2, y=176.0
2025-05-01 06:20:41,593 [INFO] 👁 Gaze: x=299.2, y=175.3
2025-05-01 06:20:41,640 [INFO] 👁 Gaze: x=300.0, y=174.8
2025-05-01 06:20:41,683 [INFO] 👁 Gaze: x=301.7, y=174.6
2025-05-01 06:20:41,724 [INFO] 👁 Gaze: x=304.0, y=174.6
2025-05-01 06:20:41,764 [INFO] 👁 Gaze: x=306.7, y=174.8
2025-05-01 06:20:41,803 [INFO] 👁 Gaze: x=309.3, y=175.1
2025-05-01 06:20:41,845 [INFO] 👁 Gaze: x=311.9, y=175.3
2025-05-01 06:20:41,887 [INFO] 👁 Gaze: x=314.4, y=175.5
2025-05-01 06:20:41,930 [INFO] 👁 Gaze: x=316.5, y=175.6
2025-05-01 06:20:41,974 [INFO] 👁 Gaze: x=318.3, y=175.7
2025-05-01 06:20:42,015 [INFO] 👁 Gaze: x=319.8, y=175.6
2025-05-01 06:20:42,063 [INFO] 👁 Gaze: x=321.0, y=175.4
2025-05-01 06:20:42,103 [INFO] 👁 Gaze: x=322.0, y=175.2
2025-05-01 06:20:42,144 [INFO] 👁 Gaze: x=323.0, y=174.8
2025-05-01 06:20:42,186 [INFO] 👁 Gaze: x=324.1, y=174.4
2025-05-01 06:20:42,231 [INFO] 👁 Gaze: x=325.0, y=173.9
2025-05-01 06:20:42,275 [INFO] 👁 Gaze: x=325.8, y=173.3
2025-05-01 06:20:42,314 [INFO] 👁 Gaze: x=326.4, y=172.8
2025-05-01 06:20:42,357 [INFO] 👁 Gaze: x=326.8, y=172.2
2025-05-01 06:20:42,411 [INFO] 👁 Gaze: x=326.6, y=171.6
2025-05-01 06:20:42,456 [INFO] 👁 Gaze: x=326.0, y=171.0
2025-05-01 06:20:42,495 [INFO] 👁 Gaze: x=325.0, y=170.2
2025-05-01 06:20:42,533 [INFO] 👁 Gaze: x=323.9, y=169.3
2025-05-01 06:20:42,572 [INFO] 👁 Gaze: x=323.0, y=168.2
2025-05-01 06:20:42,614 [INFO] 👁 Gaze: x=322.5, y=167.1
2025-05-01 06:20:42,656 [INFO] 👁 Gaze: x=322.2, y=165.7
2025-05-01 06:20:42,699 [INFO] 👁 Gaze: x=322.4, y=164.2
2025-05-01 06:20:42,745 [INFO] 👁 Gaze: x=323.0, y=162.7
2025-05-01 06:20:42,791 [INFO] 👁 Gaze: x=323.8, y=161.1
2025-05-01 06:20:42,829 [INFO] 👁 Gaze: x=325.0, y=159.5
2025-05-01 06:20:42,877 [INFO] 👁 Gaze: x=326.5, y=158.0
2025-05-01 06:20:42,916 [INFO] 👁 Gaze: x=328.4, y=156.5
2025-05-01 06:20:42,959 [INFO] 👁 Gaze: x=330.6, y=155.2
2025-05-01 06:20:42,999 [INFO] 👁 Gaze: x=333.2, y=153.9
2025-05-01 06:20:43,040 [INFO] 👁 Gaze: x=336.0, y=152.9
2025-05-01 06:20:43,081 [INFO] 👁 Gaze: x=338.6, y=152.2
2025-05-01 06:20:43,123 [INFO] 👁 Gaze: x=340.8, y=151.7
2025-05-01 06:20:43,166 [INFO] 👁 Gaze: x=342.4, y=151.5
2025-05-01 06:20:43,206 [INFO] 👁 Gaze: x=343.7, y=151.5
2025-05-01 06:20:43,247 [INFO] 👁 Gaze: x=344.9, y=151.9
2025-05-01 06:20:43,289 [INFO] 👁 Gaze: x=346.2, y=152.4
2025-05-01 06:20:43,331 [INFO] 👁 Gaze: x=347.8, y=153.2
2025-05-01 06:20:43,375 [INFO] 👁 Gaze: x=349.8, y=154.2
2025-05-01 06:20:43,432 [INFO] 👁 Gaze: x=352.4, y=155.4
2025-05-01 06:20:43,475 [INFO] 👁 Gaze: x=355.5, y=156.7
2025-05-01 06:20:43,516 [INFO] 👁 Gaze: x=358.8, y=158.2
2025-05-01 06:20:43,556 [INFO] 👁 Gaze: x=362.1, y=159.7
2025-05-01 06:20:43,597 [INFO] 👁 Gaze: x=365.4, y=161.0
2025-05-01 06:20:43,641 [INFO] 👁 Gaze: x=368.5, y=162.3
2025-05-01 06:20:43,683 [INFO] 👁 Gaze: x=371.3, y=163.4
2025-05-01 06:20:43,721 [INFO] 👁 Gaze: x=373.8, y=164.4
2025-05-01 06:20:43,764 [INFO] 👁 Gaze: x=375.9, y=165.3
2025-05-01 06:20:43,821 [INFO] 👁 Gaze: x=377.7, y=165.9
2025-05-01 06:20:43,861 [INFO] 👁 Gaze: x=379.3, y=166.5
2025-05-01 06:20:43,919 [INFO] 👁 Gaze: x=380.4, y=167.1
2025-05-01 06:20:43,958 [INFO] 👁 Gaze: x=381.0, y=167.6
2025-05-01 06:20:43,997 [INFO] 👁 Gaze: x=380.9, y=168.0
2025-05-01 06:20:44,037 [INFO] 👁 Gaze: x=379.3, y=168.0
2025-05-01 06:20:44,077 [INFO] 👁 Gaze: x=376.4, y=167.5
2025-05-01 06:20:44,115 [INFO] 👁 Gaze: x=372.6, y=166.6
2025-05-01 06:20:44,154 [INFO] 👁 Gaze: x=368.6, y=165.5
2025-05-01 06:20:44,191 [INFO] 👁 Gaze: x=364.6, y=164.3
2025-05-01 06:20:44,233 [INFO] 👁 Gaze: x=360.9, y=163.1
2025-05-01 06:20:44,274 [INFO] 👁 Gaze: x=357.6, y=161.9
2025-05-01 06:20:44,319 [INFO] 👁 Gaze: x=355.0, y=160.7
2025-05-01 06:20:44,364 [INFO] 👁 Gaze: x=352.9, y=159.6
2025-05-01 06:20:44,406 [INFO] 👁 Gaze: x=351.5, y=158.6
2025-05-01 06:20:44,447 [INFO] 👁 Gaze: x=350.7, y=157.7
2025-05-01 06:20:44,486 [INFO] 👁 Gaze: x=350.3, y=156.8
2025-05-01 06:20:44,528 [INFO] 👁 Gaze: x=350.3, y=155.9
2025-05-01 06:20:44,569 [INFO] 👁 Gaze: x=350.5, y=155.0
2025-05-01 06:20:44,606 [INFO] 👁 Gaze: x=351.3, y=154.4
2025-05-01 06:20:44,645 [INFO] 👁 Gaze: x=352.3, y=153.7
2025-05-01 06:20:44,684 [INFO] 👁 Gaze: x=353.3, y=153.1
2025-05-01 06:20:44,726 [INFO] 👁 Gaze: x=354.4, y=152.6
2025-05-01 06:20:44,772 [INFO] 👁 Gaze: x=355.1, y=152.1
2025-05-01 06:20:44,815 [INFO] 👁 Gaze: x=355.3, y=151.7
2025-05-01 06:20:44,861 [INFO] 👁 Gaze: x=355.2, y=151.4
2025-05-01 06:20:44,900 [INFO] 👁 Gaze: x=354.9, y=151.3
2025-05-01 06:20:44,944 [INFO] 👁 Gaze: x=354.7, y=151.3
2025-05-01 06:20:44,989 [INFO] 👁 Gaze: x=354.8, y=151.5
2025-05-01 06:20:45,028 [INFO] 👁 Gaze: x=355.1, y=151.8
2025-05-01 06:20:45,068 [INFO] 👁 Gaze: x=355.5, y=152.2
2025-05-01 06:20:45,107 [INFO] 👁 Gaze: x=356.2, y=152.7
2025-05-01 06:20:45,147 [INFO] 👁 Gaze: x=357.2, y=153.1
2025-05-01 06:20:45,191 [INFO] 👁 Gaze: x=358.3, y=153.5
2025-05-01 06:20:45,230 [INFO] 👁 Gaze: x=359.5, y=153.8
2025-05-01 06:20:45,272 [INFO] 👁 Gaze: x=361.0, y=154.1
2025-05-01 06:20:45,315 [INFO] 👁 Gaze: x=362.3, y=154.4
2025-05-01 06:20:45,357 [INFO] 👁 Gaze: x=363.5, y=154.7
2025-05-01 06:20:45,399 [INFO] 👁 Gaze: x=364.6, y=155.0
2025-05-01 06:20:45,437 [INFO] 👁 Gaze: x=365.7, y=155.3
2025-05-01 06:20:45,478 [INFO] 👁 Gaze: x=367.0, y=155.5
2025-05-01 06:20:45,520 [INFO] 👁 Gaze: x=368.5, y=155.8
2025-05-01 06:20:45,558 [INFO] 👁 Gaze: x=370.1, y=156.2
2025-05-01 06:20:45,600 [INFO] 👁 Gaze: x=371.7, y=156.9
2025-05-01 06:20:45,638 [INFO] 👁 Gaze: x=373.1, y=157.9
2025-05-01 06:20:45,682 [INFO] 👁 Gaze: x=374.1, y=159.0
2025-05-01 06:20:45,724 [INFO] 👁 Gaze: x=374.3, y=160.3
2025-05-01 06:20:45,766 [INFO] 👁 Gaze: x=373.9, y=161.5
2025-05-01 06:20:45,807 [INFO] 👁 Gaze: x=373.1, y=162.4
2025-05-01 06:20:45,848 [INFO] 👁 Gaze: x=372.0, y=162.9
2025-05-01 06:20:45,889 [INFO] 👁 Gaze: x=370.4, y=163.0
2025-05-01 06:20:45,931 [INFO] 👁 Gaze: x=368.4, y=162.5
2025-05-01 06:20:45,973 [INFO] 👁 Gaze: x=366.2, y=161.7
2025-05-01 06:20:46,016 [INFO] 👁 Gaze: x=363.9, y=160.4
2025-05-01 06:20:46,058 [INFO] 👁 Gaze: x=361.5, y=158.8
2025-05-01 06:20:46,101 [INFO] 👁 Gaze: x=359.2, y=157.0
2025-05-01 06:20:46,139 [INFO] 👁 Gaze: x=357.0, y=154.8
2025-05-01 06:20:46,181 [INFO] 👁 Gaze: x=354.8, y=152.7
2025-05-01 06:20:46,224 [INFO] 👁 Gaze: x=352.9, y=150.5
2025-05-01 06:20:46,266 [INFO] 👁 Gaze: x=350.9, y=148.5
2025-05-01 06:20:46,307 [INFO] 👁 Gaze: x=349.1, y=146.9
2025-05-01 06:20:46,347 [INFO] 👁 Gaze: x=347.3, y=145.8
2025-05-01 06:20:46,388 [INFO] 👁 Gaze: x=345.7, y=145.1
2025-05-01 06:20:46,430 [INFO] 👁 Gaze: x=344.0, y=144.8
2025-05-01 06:20:46,471 [INFO] 👁 Gaze: x=342.0, y=144.8
2025-05-01 06:20:46,522 [INFO] 👁 Gaze: x=339.7, y=145.0
2025-05-01 06:20:46,561 [INFO] 👁 Gaze: x=337.3, y=145.4
2025-05-01 06:20:46,602 [INFO] 👁 Gaze: x=335.0, y=146.0
2025-05-01 06:20:46,645 [INFO] 👁 Gaze: x=332.7, y=146.7
2025-05-01 06:20:46,684 [INFO] 👁 Gaze: x=330.6, y=147.6
2025-05-01 06:20:46,728 [INFO] 👁 Gaze: x=328.7, y=148.6
2025-05-01 06:20:46,769 [INFO] 👁 Gaze: x=327.2, y=149.6
2025-05-01 06:20:46,810 [INFO] 👁 Gaze: x=326.1, y=150.8
2025-05-01 06:20:46,852 [INFO] 👁 Gaze: x=325.1, y=151.9
2025-05-01 06:20:46,897 [INFO] 👁 Gaze: x=324.4, y=153.1
2025-05-01 06:20:46,942 [INFO] 👁 Gaze: x=324.0, y=154.2
2025-05-01 06:20:46,979 [INFO] 👁 Gaze: x=324.1, y=155.5
2025-05-01 06:20:47,017 [INFO] 👁 Gaze: x=324.9, y=157.0
2025-05-01 06:20:47,063 [INFO] 👁 Gaze: x=326.2, y=158.6
2025-05-01 06:20:47,106 [INFO] 👁 Gaze: x=327.6, y=160.2
2025-05-01 06:20:47,164 [INFO] 👁 Gaze: x=329.1, y=161.5
2025-05-01 06:20:47,202 [INFO] 👁 Gaze: x=330.3, y=162.4
2025-05-01 06:20:47,245 [INFO] 👁 Gaze: x=331.4, y=162.9
2025-05-01 06:20:47,285 [INFO] 👁 Gaze: x=332.3, y=163.0
2025-05-01 06:20:47,328 [INFO] 👁 Gaze: x=332.9, y=162.6
2025-05-01 06:20:47,368 [INFO] 👁 Gaze: x=333.2, y=161.6
2025-05-01 06:20:47,412 [INFO] 👁 Gaze: x=333.4, y=160.1
2025-05-01 06:20:47,460 [INFO] 👁 Gaze: x=333.4, y=158.3
2025-05-01 06:20:47,500 [INFO] 👁 Gaze: x=333.5, y=156.2
2025-05-01 06:20:47,542 [INFO] 👁 Gaze: x=333.7, y=153.9
2025-05-01 06:20:47,589 [INFO] 👁 Gaze: x=333.8, y=151.4
2025-05-01 06:20:47,630 [INFO] 👁 Gaze: x=333.9, y=148.7
2025-05-01 06:20:47,670 [INFO] 👁 Gaze: x=333.8, y=145.9
2025-05-01 06:20:47,718 [INFO] 👁 Gaze: x=333.5, y=142.8
2025-05-01 06:20:47,756 [INFO] 👁 Gaze: x=333.2, y=139.8
2025-05-01 06:20:47,796 [INFO] 👁 Gaze: x=332.8, y=136.8
2025-05-01 06:20:47,836 [INFO] 👁 Gaze: x=332.3, y=133.8
2025-05-01 06:20:47,881 [INFO] 👁 Gaze: x=331.7, y=130.9
2025-05-01 06:20:47,926 [INFO] 👁 Gaze: x=331.0, y=128.1
2025-05-01 06:20:47,967 [INFO] 👁 Gaze: x=330.4, y=125.5
2025-05-01 06:20:48,010 [INFO] 👁 Gaze: x=329.9, y=123.1
2025-05-01 06:20:48,060 [INFO] 👁 Gaze: x=329.6, y=121.0
2025-05-01 06:20:48,106 [INFO] 👁 Gaze: x=329.4, y=119.1
2025-05-01 06:20:48,149 [INFO] 👁 Gaze: x=329.1, y=117.4
2025-05-01 06:20:48,193 [INFO] 👁 Gaze: x=328.9, y=116.0
2025-05-01 06:20:48,238 [INFO] 👁 Gaze: x=328.6, y=114.8
2025-05-01 06:20:48,280 [INFO] 👁 Gaze: x=328.3, y=113.8
2025-05-01 06:20:48,321 [INFO] 👁 Gaze: x=328.3, y=113.0
2025-05-01 06:20:48,362 [INFO] 👁 Gaze: x=328.4, y=112.5
2025-05-01 06:20:48,400 [INFO] 👁 Gaze: x=328.7, y=112.4
2025-05-01 06:20:48,442 [INFO] 👁 Gaze: x=329.1, y=112.6
2025-05-01 06:20:48,480 [INFO] 👁 Gaze: x=329.6, y=113.1
2025-05-01 06:20:48,524 [INFO] 👁 Gaze: x=330.3, y=114.0
2025-05-01 06:20:48,568 [INFO] 👁 Gaze: x=331.2, y=115.2
2025-05-01 06:20:48,611 [INFO] 👁 Gaze: x=332.4, y=116.8
2025-05-01 06:20:48,669 [INFO] 👁 Gaze: x=333.6, y=118.6
2025-05-01 06:20:48,719 [INFO] 👁 Gaze: x=334.9, y=120.7
2025-05-01 06:20:48,761 [INFO] 👁 Gaze: x=336.1, y=123.0
2025-05-01 06:20:48,799 [INFO] 👁 Gaze: x=337.5, y=125.3
2025-05-01 06:20:48,840 [INFO] 👁 Gaze: x=338.7, y=127.5
2025-05-01 06:20:48,882 [INFO] 👁 Gaze: x=340.1, y=129.6
2025-05-01 06:20:48,925 [INFO] 👁 Gaze: x=341.6, y=131.6
2025-05-01 06:20:48,982 [INFO] 👁 Gaze: x=343.2, y=133.3
2025-05-01 06:20:49,022 [INFO] 👁 Gaze: x=345.0, y=135.0
2025-05-01 06:20:49,066 [INFO] 👁 Gaze: x=346.9, y=136.4
2025-05-01 06:20:49,107 [INFO] 👁 Gaze: x=348.9, y=137.8
2025-05-01 06:20:49,147 [INFO] 👁 Gaze: x=350.8, y=139.0
2025-05-01 06:20:49,189 [INFO] 👁 Gaze: x=352.5, y=140.2
2025-05-01 06:20:49,230 [INFO] 👁 Gaze: x=354.0, y=141.3
2025-05-01 06:20:49,270 [INFO] 👁 Gaze: x=355.3, y=142.4
2025-05-01 06:20:49,312 [INFO] 👁 Gaze: x=356.3, y=143.4
2025-05-01 06:20:49,365 [INFO] 👁 Gaze: x=357.1, y=144.4
2025-05-01 06:20:49,409 [INFO] 👁 Gaze: x=357.7, y=145.3
2025-05-01 06:20:49,452 [INFO] 👁 Gaze: x=357.7, y=146.2
2025-05-01 06:20:49,494 [INFO] 👁 Gaze: x=357.4, y=147.2
2025-05-01 06:20:49,533 [INFO] 👁 Gaze: x=356.6, y=148.4
2025-05-01 06:20:49,572 [INFO] 👁 Gaze: x=355.3, y=149.6
2025-05-01 06:20:49,610 [INFO] 👁 Gaze: x=353.5, y=150.9
2025-05-01 06:20:49,652 [INFO] 👁 Gaze: x=351.3, y=152.2
2025-05-01 06:20:49,705 [INFO] 👁 Gaze: x=348.7, y=153.5
2025-05-01 06:20:49,745 [INFO] 👁 Gaze: x=345.7, y=154.7
2025-05-01 06:20:49,787 [INFO] 👁 Gaze: x=342.5, y=155.7
2025-05-01 06:20:49,839 [INFO] 👁 Gaze: x=339.4, y=156.4
2025-05-01 06:20:49,880 [INFO] 👁 Gaze: x=336.2, y=156.7
2025-05-01 06:20:49,921 [INFO] 👁 Gaze: x=333.2, y=156.7
2025-05-01 06:20:49,962 [INFO] 👁 Gaze: x=330.1, y=156.1
2025-05-01 06:20:50,017 [INFO] 👁 Gaze: x=327.1, y=155.0
2025-05-01 06:20:50,067 [INFO] 👁 Gaze: x=324.3, y=153.5
2025-05-01 06:20:50,107 [INFO] 👁 Gaze: x=321.8, y=151.7
2025-05-01 06:20:50,149 [INFO] 👁 Gaze: x=319.7, y=149.6
2025-05-01 06:20:50,194 [INFO] 👁 Gaze: x=317.7, y=147.2
2025-05-01 06:20:50,234 [INFO] 👁 Gaze: x=316.0, y=144.6
2025-05-01 06:20:50,276 [INFO] 👁 Gaze: x=314.6, y=141.9
2025-05-01 06:20:50,319 [INFO] 👁 Gaze: x=313.4, y=139.1
2025-05-01 06:20:50,361 [INFO] 👁 Gaze: x=312.5, y=136.3
2025-05-01 06:20:50,405 [INFO] 👁 Gaze: x=312.1, y=133.6
2025-05-01 06:20:50,450 [INFO] 👁 Gaze: x=312.5, y=131.3
2025-05-01 06:20:50,492 [INFO] 👁 Gaze: x=313.7, y=129.4
2025-05-01 06:20:50,530 [INFO] 👁 Gaze: x=315.4, y=127.8
2025-05-01 06:20:50,567 [INFO] 👁 Gaze: x=317.3, y=126.5
2025-05-01 06:20:50,604 [INFO] 👁 Gaze: x=319.4, y=125.2
2025-05-01 06:20:50,645 [INFO] 👁 Gaze: x=321.3, y=124.3
2025-05-01 06:20:50,688 [INFO] 👁 Gaze: x=322.6, y=123.6
2025-05-01 06:20:50,727 [INFO] 👁 Gaze: x=323.2, y=123.2
2025-05-01 06:20:50,771 [INFO] 👁 Gaze: x=323.0, y=123.0
2025-05-01 06:20:50,814 [INFO] 👁 Gaze: x=322.2, y=123.1
2025-05-01 06:20:50,857 [INFO] 👁 Gaze: x=320.6, y=123.3
2025-05-01 06:20:50,901 [INFO] 👁 Gaze: x=318.3, y=123.7
2025-05-01 06:20:50,947 [INFO] 👁 Gaze: x=315.3, y=124.1
2025-05-01 06:20:50,988 [INFO] 👁 Gaze: x=311.8, y=124.5
2025-05-01 06:20:51,028 [INFO] 👁 Gaze: x=308.0, y=124.9
2025-05-01 06:20:51,072 [INFO] 👁 Gaze: x=304.1, y=125.3
2025-05-01 06:20:51,111 [INFO] 👁 Gaze: x=300.2, y=125.4
2025-05-01 06:20:51,160 [INFO] 👁 Gaze: x=296.4, y=125.2
2025-05-01 06:20:51,202 [INFO] 👁 Gaze: x=293.2, y=124.9
2025-05-01 06:20:51,245 [INFO] 👁 Gaze: x=290.4, y=124.5
2025-05-01 06:20:51,282 [INFO] 👁 Gaze: x=288.0, y=124.1
2025-05-01 06:20:51,321 [INFO] 👁 Gaze: x=286.0, y=123.7
2025-05-01 06:20:51,363 [INFO] 👁 Gaze: x=284.5, y=123.6
2025-05-01 06:20:51,402 [INFO] 👁 Gaze: x=283.5, y=123.7
2025-05-01 06:20:51,441 [INFO] 👁 Gaze: x=283.2, y=124.0
2025-05-01 06:20:51,480 [INFO] 👁 Gaze: x=284.0, y=124.6
2025-05-01 06:20:51,540 [INFO] 👁 Gaze: x=285.7, y=125.5
2025-05-01 06:20:51,589 [INFO] 👁 Gaze: x=288.1, y=126.3
2025-05-01 06:20:51,632 [INFO] 👁 Gaze: x=290.5, y=127.1
2025-05-01 06:20:51,671 [INFO] 👁 Gaze: x=293.3, y=127.9
2025-05-01 06:20:51,714 [INFO] 👁 Gaze: x=295.9, y=128.7
2025-05-01 06:20:51,755 [INFO] 👁 Gaze: x=297.8, y=129.4
2025-05-01 06:20:51,799 [INFO] 👁 Gaze: x=298.8, y=130.0
2025-05-01 06:20:51,840 [INFO] 👁 Gaze: x=298.8, y=130.7
2025-05-01 06:20:51,878 [INFO] 👁 Gaze: x=298.1, y=131.4
2025-05-01 06:20:51,929 [INFO] 👁 Gaze: x=296.8, y=131.9
2025-05-01 06:20:51,967 [INFO] 👁 Gaze: x=294.5, y=132.1
2025-05-01 06:20:52,012 [INFO] 👁 Gaze: x=291.4, y=132.0
2025-05-01 06:20:52,052 [INFO] 👁 Gaze: x=287.5, y=131.6
2025-05-01 06:20:52,095 [INFO] 👁 Gaze: x=282.6, y=130.7
2025-05-01 06:20:52,134 [INFO] 👁 Gaze: x=277.0, y=129.5
2025-05-01 06:20:52,173 [INFO] 👁 Gaze: x=270.9, y=128.0
2025-05-01 06:20:52,213 [INFO] 👁 Gaze: x=264.4, y=126.3
2025-05-01 06:20:52,258 [INFO] 👁 Gaze: x=257.6, y=124.4
2025-05-01 06:20:52,298 [INFO] 👁 Gaze: x=250.5, y=122.1
2025-05-01 06:20:52,337 [INFO] 👁 Gaze: x=243.1, y=119.8
2025-05-01 06:20:52,378 [INFO] 👁 Gaze: x=235.5, y=117.2
2025-05-01 06:20:52,416 [INFO] 👁 Gaze: x=227.9, y=114.6
2025-05-01 06:20:52,454 [INFO] 👁 Gaze: x=220.0, y=111.8
2025-05-01 06:20:52,492 [INFO] 👁 Gaze: x=212.1, y=108.9
2025-05-01 06:20:52,533 [INFO] 👁 Gaze: x=204.1, y=105.9
2025-05-01 06:20:52,577 [INFO] 👁 Gaze: x=196.0, y=102.8
2025-05-01 06:20:52,619 [INFO] 👁 Gaze: x=187.9, y=99.7
2025-05-01 06:20:52,660 [INFO] 👁 Gaze: x=180.0, y=96.7
2025-05-01 06:20:52,699 [INFO] 👁 Gaze: x=172.6, y=93.9
2025-05-01 06:20:52,740 [INFO] 👁 Gaze: x=165.6, y=91.3
2025-05-01 06:20:52,784 [INFO] 👁 Gaze: x=158.8, y=88.9
2025-05-01 06:20:52,827 [INFO] 👁 Gaze: x=152.2, y=86.5
2025-05-01 06:20:52,868 [INFO] 👁 Gaze: x=145.9, y=84.3
2025-05-01 06:20:52,911 [INFO] 👁 Gaze: x=140.4, y=82.4
2025-05-01 06:20:52,950 [INFO] 👁 Gaze: x=136.1, y=80.8
2025-05-01 06:20:52,996 [INFO] 👁 Gaze: x=133.2, y=79.7
2025-05-01 06:20:53,013 [INFO] connection closed
2025-05-01 06:20:53,269 [INFO] connection open
2025-05-01 06:20:53,269 [INFO] 🌐 WebSocket ready on ws://localhost:9999
2025-05-01 06:20:54,792 [INFO] 👁 Gaze: x=144.4, y=96.0
2025-05-01 06:20:54,793 [INFO] 🔔 Event: 🧠 WebGazer initialized
2025-05-01 06:20:54,827 [INFO] 👁 Gaze: x=162.5, y=118.7
2025-05-01 06:20:54,855 [INFO] 👁 Gaze: x=182.9, y=143.0
2025-05-01 06:20:54,882 [INFO] 👁 Gaze: x=203.5, y=166.9
2025-05-01 06:20:54,909 [INFO] 👁 Gaze: x=223.2, y=189.1
2025-05-01 06:20:54,934 [INFO] 👁 Gaze: x=241.5, y=208.7
2025-05-01 06:20:54,962 [INFO] 👁 Gaze: x=257.9, y=225.2
2025-05-01 06:20:55,004 [INFO] 👁 Gaze: x=272.4, y=238.3
2025-05-01 06:20:55,049 [INFO] 👁 Gaze: x=284.9, y=247.9
2025-05-01 06:20:55,096 [INFO] 👁 Gaze: x=295.5, y=254.2
2025-05-01 06:20:55,145 [INFO] 👁 Gaze: x=304.3, y=257.6
2025-05-01 06:20:55,189 [INFO] 👁 Gaze: x=311.6, y=258.4
2025-05-01 06:20:55,232 [INFO] 👁 Gaze: x=318.0, y=257.4
2025-05-01 06:20:55,276 [INFO] 👁 Gaze: x=324.1, y=255.3
2025-05-01 06:20:55,328 [INFO] 👁 Gaze: x=329.6, y=252.4
2025-05-01 06:20:55,374 [INFO] 👁 Gaze: x=334.5, y=248.7
2025-05-01 06:20:55,423 [INFO] 👁 Gaze: x=339.1, y=244.6
2025-05-01 06:20:55,471 [INFO] 👁 Gaze: x=343.8, y=240.4
2025-05-01 06:20:55,519 [INFO] 👁 Gaze: x=348.9, y=236.3
2025-05-01 06:20:55,567 [INFO] 👁 Gaze: x=354.4, y=232.7
2025-05-01 06:20:55,611 [INFO] 👁 Gaze: x=360.4, y=229.6
2025-05-01 06:20:55,664 [INFO] 👁 Gaze: x=366.7, y=227.1
2025-05-01 06:20:55,711 [INFO] 👁 Gaze: x=373.1, y=225.1
2025-05-01 06:20:55,761 [INFO] 👁 Gaze: x=379.5, y=223.7
2025-05-01 06:20:55,809 [INFO] 👁 Gaze: x=386.1, y=222.8
2025-05-01 06:20:55,856 [INFO] 👁 Gaze: x=392.6, y=222.1
2025-05-01 06:20:55,901 [INFO] 👁 Gaze: x=399.2, y=221.7
2025-05-01 06:20:55,947 [INFO] 👁 Gaze: x=405.9, y=221.6
2025-05-01 06:20:56,004 [INFO] 👁 Gaze: x=412.5, y=221.8
2025-05-01 06:20:56,051 [INFO] 👁 Gaze: x=418.8, y=222.1
2025-05-01 06:20:56,092 [INFO] 🔔 Event: 🔁 Mode 2 selected
2025-05-01 06:20:56,122 [INFO] 👁 Gaze: x=424.9, y=222.4
2025-05-01 06:20:56,168 [INFO] 👁 Gaze: x=430.6, y=222.8
